,y,x,Name,Oblast,ADMIN_2,ADMIN_3,type_tg,type_np,Settlement,Address,zaryad,type,new_id,pidzariadk,primitka,grafic,number,generator
0,50.22387258,30.262417,АЗС LUXWEN,Київська,Фастівський,Глевахівська,селищна територіальна громада,село,Путрівка,а/д Київ-Одеса 34 км,так,АЗК,4de1101b,Підзарядка гаджетів,ПН (бізнес) від ОДА на карту,з 5:00 до 23:00,0,так
1,49.92044536,30.19131731,LUXWEN,Київська,Білоцерківський,Гребінківська,селищна територіальна громада,село,Дослідницьке,а/д Київ-Одеса 69 км+300 м,так,АЗК,63e68796,Підзарядка гаджетів,ПН (бізнес) від ОДА на карту,з 05:00 до 23:00,0,так
2,49.92044842,30.19105518,LUXWEN,Київська,Білоцерківський,Гребінківська,селищна територіальна громада,село,Соколівка,а/д Київ-Одеса 69 км+900 м,так,АЗК,66fc5ab7,Підзарядка гаджетів,ПН (бізнес) від ОДА на карту,з 05:00 до 23:00,0,так
3,49.80482682,30.11973133,LUXWEN,Київська,Білоцерківський,Білоцерківська,міська територіальна громада,місто,Біла Церква,вул. Першотравнева 10/28,так,АЗК,72ee844a,Підзарядка гаджетів,ПН (бізнес) від ОДА на карту,з 05:00 до 23:00,0,так
4,51.19995332,23.87400789,Amic Energy,Волинська,Ковельський,Вишнівська,сільська територіальна громада,село,Римачі,вул. Дорожна 1 1,так,АЗК,AZS0110,Підзарядка гаджетів,ПН (бізнес) на карту,з 05:00 до 00:00,4183,так
5,51.199472,23.8760769,Amic Energy,Волинська,Ковельський,Вишнівська,сільська територіальна громада,село,Римачі,вул. Дорожна 2,так,АЗК,AZS0118,Підзарядка гаджетів,ПН (бізнес) на карту,з 05:00 до 00:00,4191,так
6,49.3918419,27.8513539,Amic Energy,Вінницька,Вінницький,Літинська,селищна територіальна громада,село,Дяківці,вул. Центральна 53,так,АЗК,AZS0168,Підзарядка гаджетів,ПН (бізнес) на карту,з 05:00 до 00:00,4241,так
7,50.75620772,25.47598507,Amic Energy,Волинська,Луцький,Підгайцівська,сільська територіальна громада,село,Піддубці,вул. Київська 115,так,АЗК,AZS0196,Підзарядка гаджетів,ПН (бізнес) на карту,з 05:00 до 00:00,4269,так
8,49.225667,28.429265,Shell,Вінницька,Вінницький,Вінницька,міська територіальна громада, ,Вінниця,вул. Келецька  52-А,так,АЗК,AZS0224,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4297,так
9,50.7811092,25.7552728,Amic Energy,Волинська,Луцький,Олицька,селищна територіальна громада,село,Дерно,вул. Жовтнева 16В,так,АЗК,AZS0242,Підзарядка гаджетів,ПН (бізнес) на карту,з 05:00 до 00:00,4315,так
10,50.86509031,24.18306344,Amic Energy,Волинська,Володимир-Волинський,Устилузька,міська територіальна громада, ,Устилуг,вул. Володимирська 1Е,так,АЗК,AZS0259,Підзарядка гаджетів,ПН (бізнес) на карту,з 05:00 до 00:00,4332,так
11,50.9356315,24.34251,Amic Energy,Волинська,Володимир-Волинський,Оваднівська,сільська територіальна громада,село,Верба,вул. Ковельська 22А,так,АЗК,AZS0263,Підзарядка гаджетів,ПН (бізнес) на карту,з 05:00 до 00:00,4336,так
12,50.75285902,24.1830389,Amic Energy,Волинська,Володимир-Волинський,Нововолинська,міська територіальна громада, ,Нововолинськ,вул. Луцька 28а,так,АЗК,AZS0271,Підзарядка гаджетів,ПН (бізнес) на карту,з 05:00 до 00:00,4344,так
13,49.2857398,28.4658313,Amic Energy,Вінницька,Вінницький,Стрижавська,селищна територіальна громада, ,Вінниця,вул. Львівське шосе 9,так,АЗК,AZS0281,Підзарядка гаджетів,ПН (бізнес) на карту,з 05:00 до 00:00,4354,так
14,49.330715,28.724871,ОККО,Вінницька,Вінницький,Турбівська,селищна територіальна громада, ,Турбів,вул. Миру 49 А,так,АЗК,AZS0358,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4430,так
15,49.189781,29.508375,ОККО,Вінницька,Вінницький,Оратівська,селищна територіальна громада, ,Оратів,вул. Героїв Майдану 2 А,так,АЗК,AZS0398,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4470,так
16,49.211746,28.426079,ОККО,Вінницька,Вінницький,Вінницька,міська територіальна громада, ,Вінниця,вул. Пирогова 141 А,так,АЗК,AZS0414,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4486,так
17,48.503092,29.230456,ОККО,Вінницька,Гайсинський,Тростянецька,селищна територіальна громада, ,Тростянець,вул. Соборна 121 А,так,АЗК,AZS0420,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4492,так
18,49.238232,28.40028,ОККО,Вінницька,Вінницький,Вінницька,міська територіальна громада, ,Вінниця,Хмельницьке шосе 107 В,так,АЗК,AZS0426,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4498,так
19,48.376335,29.560862,ОККО,Вінницька,Гайсинський,Бершадська,міська територіальна громада, ,Бершадь,вул. Покровська 227,так,АЗК,AZS0457,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4529,так
20,48.80828,29.418962,ОККО,Вінницька,Гайсинський,Гайсинська,міська територіальна громада, ,Гайсин,вул. 1-го Травня 130,так,АЗК,AZS0470,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4542,так
21,49.2298530477,29.0699815363,ОККО,Вінницька,Вінницький,Липовецька,міська територіальна громада, ,Липовець,вул. Героїв Майдану 57,так,АЗК,AZS0497,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4569,так
22,48.477516,27.770111,ОККО,Вінницька,Могилів-Подільський,Могилів-Подільська,міська територіальна громада,село,Немія,вул. Лісова 41,так,АЗК,AZS0511,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4583,так
23,49.231018,28.503733,ОККО,Вінницька,Вінницький,Вінницька,міська територіальна громада, ,Вінниця,вул. Привокзальна 17,так,АЗК,AZS0532,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4604,так
24,49.232395,28.425997,ОККО,Вінницька,Вінницький,Вінницька,міська територіальна громада, ,Вінниця,вул. 600-річчя 5,так,АЗК,AZS0553,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4625,так
25,49.215348,28.580267,ОККО,Вінницька,Вінницький,Вінницька,міська територіальна громада,село,Писарівка,а/ш Львів-Кіровоград-Знам'янка  377км+600м,так,АЗК,AZS0573,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4645,так
26,49.10976,28.700977,ОККО,Вінницька,Вінницький,Вороновицька,селищна територіальна громада, ,Вороновиця,а/ш Львів-Кіровоград-Знам’янка 136км+300м,так,АЗК,AZS0574,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4646,так
27,49.338898,28.063803,ОККО,Вінницька,Вінницький,Літинська,селищна територіальна громада,село,Сосни,а/ш Львів-Кіровоград-Знам’янка 328км (ліворуч),так,АЗК,AZS0575,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4647,так
28,49.02752,28.044646,"АЗС ""WOG""",Вінницька,Жмеринський,Жмеринська,міська територіальна громада,село,Коростівці,вул. Шевченка 1а,так,АЗК,AZS0631,Підзарядка гаджетів,ПН (бізнес) на карту, ,7006,так
29,49.23975,28.399767,"АЗС ""WOG""",Вінницька,Вінницький,Якушинецька,сільська територіальна громада,село,Зарванці,вул. Молодіжна 29,так,АЗК,AZS0632,Підзарядка гаджетів,ПН (бізнес) на карту, ,7007,так
30,49.735758,28.67997,"АЗС ""WOG""",Вінницька,Хмільницький,Махнівська,сільська територіальна громада,село,Комсомольське,вул. Київська 135,так,АЗК,AZS0633,Підзарядка гаджетів,ПН (бізнес) на карту, ,7008,так
31,49.2231,28.552617,"АЗС ""WOG""",Вінницька,Вінницький,Вінницька,міська територіальна громада,село,Вінницькі Хутори,вул. Немирівське шосе 92-А,так,АЗК,AZS0634,Підзарядка гаджетів,ПН (бізнес) на карту, ,7009,так
32,49.252197,28.474706,"АЗС ""WOG""",Вінницька,Вінницький,Вінницька,міська територіальна громада,місто,Вінниця,вул. Київська 76,так,АЗК,AZS0636,Підзарядка гаджетів,ПН (бізнес) на карту, ,7011,так
33,49.231225,28.405601,"АЗС ""WOG""",Вінницька,Вінницький,Вінницька,міська територіальна громада,місто,Вінниця,вул. Порика Василя 28,так,АЗК,AZS0638,Підзарядка гаджетів,ПН (бізнес) на карту, ,7013,так
34,48.977428,28.84499,"АЗС ""WOG""",Вінницька,Вінницький,Немирівська,міська територіальна громада,місто,Немирів,вул. Гайсинське шосе  4,так,АЗК,AZS0639,Підзарядка гаджетів,ПН (бізнес) на карту, ,7014,так
35,48.452901,27.791934,"АЗС ""WOG""",Вінницька,Могилів-Подільський,Могилів-Подільська,міська територіальна громада,місто,Могилів-Подільський,вул. Пушкінська 74а,так,АЗК,AZS0640,Підзарядка гаджетів,ПН (бізнес) на карту, ,7015,так
36,50.744209,25.385671,Shell,Волинська,Луцький,Луцька,міська територіальна громада, ,Луцьк,вул. Рівненська 98,так,АЗК,AZS0189,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4262,так
37,51.204898,23.918262,Shell,Волинська,Ковельський,Любомльська,міська територіальна громада, ,Любомль,а/ш Київ-Ковель-Ягодин 497 км 300 м,так,АЗК,AZS0321,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4394,так
38,50.744671,25.393234,ОККО,Волинська,Луцький,Підгайцівська,сільська територіальна громада,село,Струмівка,вул. Рівненська  2 А,так,АЗК,AZS0447,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4519,так
39,51.203011,24.054586,ОККО,Волинська,Ковельський,Вишнівська,сільська територіальна громада,село,Вишнів,вул. Київська 30,так,АЗК,AZS0520,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4592,так
40,51.201988,24.054459,ОККО,Волинська,Ковельський,Вишнівська,сільська територіальна громада,село,Вишнів,вул. Київська 20,так,АЗК,AZS0529,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4601,так
41,50.7555173172,25.3538917982,ОККО,Волинська,Луцький,Луцька,міська територіальна громада, ,Луцьк,вул. Карпенка-Карого 5,так,АЗК,AZS0559,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4631,так
42,50.714043,24.162712,ОККО,Волинська,Володимир-Волинський,Нововолинська,міська територіальна громада, ,Нововолинськ,вул. Чехова 2,так,АЗК,AZS0568,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4640,так
43,51.2024,24.04558,"АЗС ""WOG""",Волинська,Ковельський,Вишнівська,сільська територіальна громада,село,Вишнiв,вул. Київська 4,так,АЗК,AZS0609,Підзарядка гаджетів,ПН (бізнес) на карту, ,6984,так
44,51.66155,24.53333,"АЗС ""WOG""",Волинська,Ковельський,Ратнівська,селищна територіальна громада, ,Ратне,вул. Центральна 1а,так,АЗК,AZS0613,Підзарядка гаджетів,ПН (бізнес) на карту, ,6988,так
45,51.19609,23.84888,"АЗС ""WOG""",Волинська,Ковельський,Рівненська,сільська територіальна громада,село,Старовойтове,вул. Прикордонників 34,так,АЗК,AZS0614,Підзарядка гаджетів,ПН (бізнес) на карту, ,6989,так
46,51.19676,23.84883,"АЗС ""WOG""",Волинська,Ковельський,Рівненська,сільська територіальна громада,село,Старовойтове,вул. Прикордонників 35,так,АЗК,AZS0615,Підзарядка гаджетів,ПН (бізнес) на карту, ,6990,так
47,50.7386,25.4263,"АЗС ""WOG""",Волинська,Луцький,Підгайцівська,сільська територіальна громада,село,Струмiвка,вул. Рівненська 120а,так,АЗК,AZS0616,Підзарядка гаджетів,ПН (бізнес) на карту, ,6991,так
48,50.770008,25.856558,"АЗС ""WOG""",Волинська,Луцький,Олицька,селищна територіальна громада,село,Кадище,вул. Миру 1,так,АЗК,AZS0618,Підзарядка гаджетів,ПН (бізнес) на карту, ,6993,так
49,50.825736,24.362563,"АЗС ""WOG""",Волинська,Володимир-Волинський,Володимир-Волинська,міська територіальна громада,місто,Володимир-Волинський,вул. Луцька 192,так,АЗК,AZS0619,Підзарядка гаджетів,ПН (бізнес) на карту, ,6994,так
50,50.856653,24.28746,"АЗС ""WOG""",Волинська,Володимир-Волинський,Володимир-Волинська,міська територіальна громада,місто,Володимир-Волинський,вул. Устилузька 140,так,АЗК,AZS0620,Підзарядка гаджетів,ПН (бізнес) на карту, ,6995,так
51,50.501921,24.762998,"АЗС ""WOG""",Волинська,Луцький,Горохівська,міська територіальна громада,місто,Горохiв,вул. Луцька 47,так,АЗК,AZS0621,Підзарядка гаджетів,ПН (бізнес) на карту, ,6996,так
52,51.20106,24.672256,"АЗС ""WOG""",Волинська,Ковельський,Ковельська,міська територіальна громада,місто,Ковель,вул. Варшавська  3б,так,АЗК,AZS0623,Підзарядка гаджетів,ПН (бізнес) на карту, ,6998,так
53,50.765906,25.37655,"АЗС ""WOG""",Волинська,Луцький,Підгайцівська,сільська територіальна громада,село,Липини,вул. Відродження 40,так,АЗК,AZS0625,Підзарядка гаджетів,ПН (бізнес) на карту, ,7000,так
54,50.744898,25.270866,"АЗС ""WOG""",Волинська,Луцький,Луцька,міська територіальна громада,село,Великий Омеляник,вул. Володимирська 1а,так,АЗК,AZS0626,Підзарядка гаджетів,ПН (бізнес) на карту, ,7001,так
55,50.74264,25.36032,"АЗС ""WOG""",Волинська,Луцький,Луцька,міська територіальна громада,місто,Луцьк,вул. Рівненська 22,так,АЗК,AZS0627,Підзарядка гаджетів,ПН (бізнес) на карту, ,7002,так
56,50.75638,25.3584,"АЗС ""WOG""",Волинська,Луцький,Луцька,міська територіальна громада,місто,Луцьк,пропект Соборності  45,так,АЗК,AZS0629,Підзарядка гаджетів,ПН (бізнес) на карту, ,7004,так
57,51.765335,25.495337,"АЗС ""WOG""",Волинська,Камінь-Каширський,Любешівська,селищна територіальна громада, ,Любешiв,вул. Незалежності 2,так,АЗК,AZS0630,Підзарядка гаджетів,ПН (бізнес) на карту, ,7005,так
58,48.420441,35.015855,SOCAR,Дніпропетровська,Дніпровський,Дніпровська,міська територіальна громада, ,Дніпро,вул. Шинна 14,так,АЗК,AZS0018,Підзарядка гаджетів,ПН (бізнес) на карту,з 5 до 00,825,так
59,48.43129586,34.9465071,Amic Energy,Дніпропетровська,Дніпровський,Дніпровська,міська територіальна громада, ,Дніпро,Криворізьке шосе 29,так,АЗК,AZS0149,Підзарядка гаджетів,ПН (бізнес) на карту,з 05:00 до 23:00,4222,так
60,48.5632682,35.0992565,Amic Energy,Дніпропетровська,Дніпровський,Слобожанська,селищна територіальна громада, ,Слобожанське,вул. Нова 60,так,АЗК,AZS0174,Підзарядка гаджетів,ПН (бізнес) на карту,з 05:00 до 23:00,4247,так
61,48.5613995,35.0991352,Amic Energy,Дніпропетровська,Дніпровський,Слобожанська,селищна територіальна громада, ,Слобожанське,вул. Нова 61,так,АЗК,AZS0177,Підзарядка гаджетів,ПН (бізнес) на карту,з 05:00 до 23:00,4250,так
62,48.561851,34.8933846,Amic Energy,Дніпропетровська,Дніпровський,Обухівська,селищна територіальна громада, ,Обухівка,вул. Солідарності 542,так,АЗК,AZS0207,Підзарядка гаджетів,ПН (бізнес) на карту,з 05:00 до 23:00,4280,так
63,48.5676914,34.8773476,Amic Energy,Дніпропетровська,Дніпровський,Обухівська,селищна територіальна громада, ,Обухівка,вул. Солідарності 565,так,АЗК,AZS0208,Підзарядка гаджетів,ПН (бізнес) на карту,з 05:00 до 23:00,4281,так
64,48.7714944,35.2756487,Amic Energy,Дніпропетровська,Новомосковський,Губиниська,селищна територіальна громада, ,с/р Вільненська,а/д обхід м Новомосковськ  23км+600м,так,АЗК,AZS0218,Підзарядка гаджетів,ПН (бізнес) на карту,з 05:00 до 23:00,4291,так
65,48.497575,35.069263,Shell,Дніпропетровська,Дніпровський,Дніпровська,міська територіальна громада, ,Дніпро,проспект Слобожанський  29-А,так,АЗК,AZS0219,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4292,так
66,48.7641565,35.2703165,Amic Energy,Дніпропетровська,Новомосковський,Губиниська,селищна територіальна громада, ,Новомосковськ,а/д 22км+300 обхід 22км+300,так,АЗК,AZS0264,Підзарядка гаджетів,ПН (бізнес) на карту,з 05:00 до 23:00,4337,так
67,48.37898889,34.74539167,Amic Energy,Дніпропетровська,Дніпровський,Миколаївська,сільська територіальна громада,село,Долинське,вул. Кооперативна 2а,так,АЗК,AZS0272,Підзарядка гаджетів,ПН (бізнес) на карту,з 05:00 до 23:00,4345,так
68,48.3538992,35.0231634,Amic Energy,Дніпропетровська,Дніпровський,Новоолександрівська,сільська територіальна громада, ,Новоалександрівська с/р,а/д Бориспіль-Дніпр -Зап 417км+600м,так,АЗК,AZS0284,Підзарядка гаджетів,ПН (бізнес) на карту,з 05:00 до 23:00,4357,так
69,48.3094536,34.4227595,Amic Energy,Дніпропетровська,Кам’янський,Криничанська,селищна територіальна громада, ,с/р Криничанська,автошлях Луганськ-Ізварине  440 км,так,АЗК,AZS0285,Підзарядка гаджетів,ПН (бізнес) на карту,з 05:00 до 23:00,4358,так
70,48.4961595,35.9433449,Amic Energy,Дніпропетровська,Павлоградський,Павлоградська,міська територіальна громада, ,Павлоград,вул.  Дніпровська 573 А,так,АЗК,AZS0294,Підзарядка гаджетів,ПН (бізнес) на карту,з 05:00 до 23:00,4367,так
71,48.38985827,35.03589353,Amic Energy,Дніпропетровська,Дніпровський,Новоолександрівська,сільська територіальна громада,село,Дослідне,вул. Наукова 69а,так,АЗК,AZS0301,Підзарядка гаджетів,ПН (бізнес) на карту,з 05:00 до 23:00,4374,так
72,48.587642,35.148777,Shell,Дніпропетровська,Новомосковський,Губиниська,селищна територіальна громада, ,с/р Мар'янівська,а/ш М-04 Знам'янка-Луганськ-Ізварине 228 км 99 м (праворуч),так,АЗК,AZS0319,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4392,так
73,48.514629,35.053445,ОККО,Дніпропетровська,Дніпровський,Дніпровська,міська територіальна громада, ,Дніпро,вул. Калинова 87 Л,так,АЗК,AZS0348,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4420,так
74,48.5185,34.591714,ОККО,Дніпропетровська,Кам’янський,Кам’янська,міська територіальна громада, ,Кам'янське,проспект Аношкіна 8 А,так,АЗК,AZS0349,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4421,так
75,47.888706,33.373837,ОККО,Дніпропетровська,Криворізький,Криворізька,міська територіальна громада, ,Кривий Ріг,вул. Пісочна 7 А,так,АЗК,AZS0353,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4425,так
76,48.501827,35.080172,ОККО,Дніпропетровська,Дніпровський,Дніпровська,міська територіальна громада, ,Дніпро,вул. Каштанова 4 К,так,АЗК,AZS0363,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4435,так
77,47.945068,33.316814,ОККО,Дніпропетровська,Криворізький,Лозуватська,сільська територіальна громада,село,Вільне,Кіровоградське шосе 4 А,так,АЗК,AZS0366,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4438,так
78,48.411601,35.039667,ОККО,Дніпропетровська,Дніпровський,Дніпровська,міська територіальна громада, ,Дніпро,вул. Космічна 32 Б,так,АЗК,AZS0369,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4441,так
79,48.399406,35.02686,ОККО,Дніпропетровська,Дніпровський,Дніпровська,міська територіальна громада, ,Дніпро,вул. Панікахи 31 Г,так,АЗК,AZS0372,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4444,так
80,48.451464,35.076982,ОККО,Дніпропетровська,Дніпровський,Дніпровська,міська територіальна громада, ,Дніпро,вул. Набережна Перемоги 3 М,так,АЗК,AZS0374,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4446,так
81,47.954128,33.622787,ОККО,Дніпропетровська,Криворізький,Новопільська,сільська територіальна громада,село,Широке,вул. Степова 3 А,так,АЗК,AZS0376,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4448,так
82,48.486156,35.062872,ОККО,Дніпропетровська,Дніпровський,Дніпровська,міська територіальна громада, ,Дніпро,вул. Любарського 2 М,так,АЗК,AZS0391,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4463,так
83,47.928824,33.38905,ОККО,Дніпропетровська,Криворізький,Криворізька,міська територіальна громада, ,Кривий Ріг,вул. Волгоградська 15 А,так,АЗК,AZS0411,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4483,так
84,48.52209,35.036852,ОККО,Дніпропетровська,Дніпровський,Дніпровська,міська територіальна громада, ,Дніпро,вул. Марії Лисиченко 12 Б,так,АЗК,AZS0421,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4493,так
85,48.519779,34.989295,ОККО,Дніпропетровська,Дніпровський,Дніпровська,міська територіальна громада, ,Дніпро,Полтавське шосе 11 К,так,АЗК,AZS0424,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4496,так
86,48.360481,35.027386,ОККО,Дніпропетровська,Дніпровський,Новоолександрівська,сільська територіальна громада, ,с/р Новоолександрівська,а/д Бориспіль-Дніпропетровськ-Запоріжжя 417км+680м,так,АЗК,AZS0452,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4524,так
87,48.523124,35.871511,ОККО,Дніпропетровська,Павлоградський,Павлоградська,міська територіальна громада, ,Павлоград,вул. Дніпровська 156,так,АЗК,AZS0465,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4537,так
88,48.001976,33.483463,ОККО,Дніпропетровська,Криворізький,Криворізька,міська територіальна громада, ,Кривий Ріг,мікрорайон 5-й Зарічний 97,так,АЗК,AZS0479,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4551,так
89,48.454806,35.003711,ОККО,Дніпропетровська,Дніпровський,Дніпровська,міська територіальна громада, ,Дніпро,вул. Робоча 84,так,АЗК,AZS0485,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4557,так
90,47.811932,33.511497,ОККО,Дніпропетровська,Криворізький,Новопільська,сільська територіальна громада, ,Радушне,вул. Нікопольська 56,так,АЗК,AZS0498,Підзарядка гаджетів,ПН (бізнес) на карту,з 7:00 до 19:00,4570,так
91,47.925529,33.429245,ОККО,Дніпропетровська,Криворізький,Криворізька,міська територіальна громада, ,Кривий Ріг,Нікопольське шосе 22,так,АЗК,AZS0526,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4598,так
92,48.360587,35.02671,ОККО,Дніпропетровська,Дніпровський,Новоолександрівська,сільська територіальна громада, ,с/р Новоолександрівська,а/д Бориспіль-Дніпропетровськ-Запоріжжя 417км+540м,так,АЗК,AZS0585,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4657,так
93,48.548346,35.073624,ОККО,Дніпропетровська,Дніпровський,Слобожанська,селищна територіальна громада, ,с/р Слобожанська,а/д Знам'янка-Луганськ-Ізварине 222-ий км,так,АЗК,AZS0586,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4658,так
94,48.581909,35.129894,ОККО,Дніпропетровська,Дніпровський,Підгородненська,міська територіальна громада, ,Підгородне,а/д Знам'янка-Луганськ-Ізварине  227км+580м,так,АЗК,AZS0588,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4660,так
95,48.430801,34.944533,ОККО,Дніпропетровська,Дніпровський,Новоолександрівська,сільська територіальна громада, ,с/р Новоолександрівська,а/д М-04 Знам'янка-Луганськ-Ізварине 194км+517м-194км+642м (ліворуч),так,АЗК,AZS0589,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4661,так
96,48.425758,34.938407,ОККО,Дніпропетровська,Дніпровський,Дніпровська,міська територіальна громада, ,с/р Новоолександрівська,а/д М-04 Знам'янка-Луганськ-Ізварино 193км-194км (праворуч)  комплекс будівель та споруд №8,так,АЗК,AZS0590,Підзарядка гаджетів,ПН (бізнес) на карту,цілодобово,4662,так
97,48.42678,34.938797,"АЗС ""WOG""",Дніпропетровська,Дніпровський,Новоолександрівська,сільська територіальна громада,село,Дороге,вул. Миколаївська 191а,так,АЗК,AZS0641,Підзарядка гаджетів,ПН (бізнес) на карту, ,7016,так
98,48.547436,35.072044,"АЗС ""WOG""",Дніпропетровська,Дніпровський,Слобожанська,селищна територіальна громада, ,с/р Ювілейна,комплекс будівель та споруд,так,АЗК,AZS0646,Підзарядка гаджетів,ПН (бізнес) на карту, ,7021,так
99,48.449967,35.076442,"АЗС ""WOG""",Дніпропетровська,Дніпровський,Дніпровська,міська територіальна громада,місто,Дніпро,вул. Набережна Перемоги 5А,так,АЗК,AZS0650,Підзарядка гаджетів,ПН (бізнес) на карту, ,7025,так
100,48.573001,34.588179,"АЗС ""WOG""",Дніпропетровська,Дніпровський,Петриківська,селищна територіальна громада, ,Курилівка,вул. Зоряна 1б,так,АЗК,AZS0651,Підзарядка гаджетів,ПН (бізнес) на карту, ,7026,так
101,49.7739,24.011554,Ашан,Львівська,"Пустомитівський р-н,", , ,село,Сокільники,вул. Стрийська 30,так,Магазин,2a343bb0,Підзарядка гаджетів,ПН (бізнес магазини) на карту,8:00-23:00,0,так
102,50.266916,28.687204,Ашан,Житомирська, , , ,місто,Житомир,вул. Київська 77,так,Магазин,ea5fb48e,Підзарядка гаджетів,ПН (бізнес магазини) на карту,8:00-21:30,0,так
103,50.505729,30.474077,Ашан,Київська, , , ,місто,Київ,вул. Лугова будинок 12,так,Магазин,e1f22d56,Підзарядка гаджетів,ПН (бізнес магазини) на карту,8:00-21:30,0,так
104,50.274367,28.672013,METRO. Житомир. ТЦ №39,Житомирська,Житомирський,Житомирська, ,місто,Житомир,поспект Незалежності 55-В,так,Магазин,SHOP0274,Підзарядка гаджетів,ПН (бізнес магазини) на карту, ,5304,так
105,47.793344,35.237921,METRO. Запоріжжя. ТЦ №18,Запорізька,Запорізький,Запорізька, ,місто,Запоріжжя,Оріхівське Шосе 7-А,так,Магазин,SHOP0273,Підзарядка гаджетів,ПН (бізнес магазини) на карту, ,5303,так
106,49.236674,28.398866,METRO. Вінниця. ТЦ №21,Вінницька,Вінницький,Якушинецька, ,село,Зарванці,вул. Хмельницьке Шосе,так,Магазин,SHOP0272,Підзарядка гаджетів,ПН (бізнес магазини) на карту, ,5288,так
107,49.5300484179,25.609348471,"METRO. Тернопіль, ТЦ №64",Тернопільська,Тернопільський,Тернопільська, ,місто,Тернопіль,вул. Об'їзна 32,так,Магазин,SHOP0271,Підзарядка гаджетів,ПН (бізнес магазини) на карту, ,5287,так
108,50.623549,26.202199,METRO. Рівне. ТЦ №34,Рівненська,Рівненський,Рівненська, ,місто,Рівне,вул. Макарова 21,так,Магазин,SHOP0270,Підзарядка гаджетів,ПН (бізнес магазини) на карту, ,5302,так
109,49.564335,34.482807,METRO. Полтава. ТЦ №25,Полтавська,Полтавський,Полтавська, ,село,Супрунівка,вул. Київське Шосе 1-A,так,Магазин,SHOP0269,Підзарядка гаджетів,ПН (бізнес магазини) на карту, ,5286,так
110,46.557314,30.767659,METRO. Одеса 3. ТЦ №42,Одеська,Одеський,Одеська, ,місто,Одеса,вул. Миколаївська дорога 307/1,так,Магазин,SHOP0268,Підзарядка гаджетів,ПН (бізнес магазини) на карту, ,5301,так
111,46.386257,30.706202,METRO. Одеса 2. ТЦ №31,Одеська,Одеський,Таїровська, ,село,Лиманка,поспект Небесної Сотні 101,так,Магазин,SHOP0267,Підзарядка гаджетів,ПН (бізнес магазини) на карту, ,5285,так
112,46.448401,30.661308,METRO. Одеса І. ТЦ №12,Одеська,Одеський,Одеська, ,місто,Одеса,вул. Аеропортівська 29,так,Магазин,SHOP0266,Підзарядка гаджетів,ПН (бізнес магазини) на карту, ,5300,так
